Date,state,hospital_name,city,hospital_subtype,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum
2021-08-06,HI,SHRINERS HOSPITAL FOR CHILDREN,HONOLULU,Childrens Hospitals,24.0,0.0,0.0,-999999.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,7.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,HI,SHRINERS HOSPITAL FOR CHILDREN,HONOLULU,Childrens Hospitals,24.0,0.0,0.0,-999999.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,15.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,HI,LEAHI HOSPITAL,HONOLULU,Long Term,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,HI,The Queen's Medical Center �?West Oahu,Ewa Beach,Short Term,,,,89.0,,,,,10.0,,-999999.0,,,,,,,89.0,,,,,10.0,,-999999.0,,,
2020-10-16,HI,KOHALA HOSPITAL,KAPAAU,Critical Access Hospitals,,,,0.0,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,0.0,,,
2020-09-25,HI,SHRINERS HOSPITAL FOR CHILDREN,HONOLULU,Childrens Hospitals,,,,0.0,,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,,0.0,,,
2020-08-14,HI,SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA,Critical Access Hospitals,,,,-999999.0,,,,,0.0,,0.0,,,,,,,6.0,,,,,0.0,,0.0,,,
2020-08-07,HI,MAUI MEMORIAL MEDICAL CENTER,WAILUKU,Short Term,,,,,,16.1,0.0,,,,,,,,,,,,,113.0,0.0,,,,,,,
2021-09-24,HI,WILCOX MEMORIAL HOSPITAL,LIHUE,Short Term,97.0,97.0,72.0,51.7,51.7,5.7,-999999.0,72.0,7.0,7.0,5.7,5.7,-999999.0,-999999.0,679.0,679.0,504.0,362.0,362.0,40.0,25.0,504.0,49.0,49.0,40.0,40.0,13.0,9.0
2021-10-01,HI,MAUI MEMORIAL MEDICAL CENTER,WAILUKU,Short Term,249.0,249.0,218.0,159.3,159.3,6.4,6.4,218.0,159.3,18.7,18.7,18.7,-999999.0,-999999.0,1743.0,1743.0,1526.0,1115.0,1115.0,45.0,45.0,1526.0,1115.0,131.0,131.0,131.0,5.0,5.0
2021-09-24,HI,KAU HOSPITAL,PAHALA,Critical Access Hospitals,21.0,21.0,21.0,16.6,16.6,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,116.0,116.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,HONOLULU,Childrens Hospitals,287.0,133.0,99.0,168.9,57.9,-999999.0,-999999.0,253.0,97.0,-999999.0,79.9,-999999.0,0.0,0.0,2009.0,931.0,693.0,1182.0,405.0,7.0,6.0,1771.0,679.0,21.0,559.0,7.0,0.0,0.0
2021-09-17,HI,LEAHI HOSPITAL,HONOLULU,Long Term,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,HI,WAHIAWA GENERAL HOSPITAL,WAHIAWA,Short Term,42.0,42.0,40.0,14.0,14.0,-999999.0,-999999.0,40.0,4.0,4.0,-999999.0,-999999.0,-999999.0,-999999.0,294.0,294.0,280.0,98.0,98.0,21.0,21.0,280.0,28.0,28.0,8.0,8.0,4.0,4.0
2021-09-17,HI,WILCOX MEMORIAL HOSPITAL,LIHUE,Short Term,97.0,97.0,72.0,49.0,49.0,6.1,-999999.0,72.0,7.0,7.0,5.1,5.1,-999999.0,-999999.0,679.0,679.0,504.0,343.0,343.0,43.0,23.0,504.0,49.0,49.0,36.0,36.0,4.0,4.0
2021-10-01,HI,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,HONOLULU,Childrens Hospitals,287.0,133.0,99.0,171.1,54.1,-999999.0,-999999.0,253.0,97.0,-999999.0,75.7,-999999.0,0.0,0.0,2009.0,931.0,693.0,1198.0,379.0,-999999.0,-999999.0,1771.0,679.0,21.0,530.0,4.0,0.0,0.0
2021-09-24,HI,WAHIAWA GENERAL HOSPITAL,WAHIAWA,Short Term,42.0,42.0,40.0,15.0,15.0,5.0,5.0,40.0,4.0,4.0,-999999.0,-999999.0,-999999.0,-999999.0,294.0,294.0,280.0,105.0,105.0,35.0,35.0,280.0,28.0,28.0,11.0,11.0,4.0,4.0
2021-09-17,HI,KONA COMMUNITY HOSPITAL,KEALAKEKUA,Short Term,94.0,94.0,94.0,64.0,63.9,9.9,9.3,94.0,9.0,9.0,5.9,5.7,-999999.0,-999999.0,658.0,658.0,658.0,448.0,447.0,69.0,65.0,658.0,63.0,63.0,41.0,40.0,27.0,26.0
2021-09-17,HI,MAUI MEMORIAL MEDICAL CENTER,WAILUKU,Short Term,249.0,249.0,218.0,191.1,191.1,14.0,14.0,218.0,191.1,24.4,24.4,24.4,-999999.0,-999999.0,1743.0,1743.0,1526.0,1338.0,1338.0,98.0,98.0,1526.0,1338.0,171.0,171.0,171.0,25.0,25.0
2021-09-24,HI,KAISER FOUNDATION HOSPITAL,HONOLULU,Short Term,403.0,372.0,279.0,156.7,143.9,32.0,27.6,310.0,40.0,20.0,26.4,15.9,4.1,4.1,2821.0,2604.0,1953.0,1097.0,1007.0,224.0,193.0,2170.0,280.0,140.0,185.0,111.0,29.0,29.0
2021-10-01,HI,KULA HOSPITAL,KULA,Critical Access Hospitals,9.0,9.0,-999999.0,-999999.0,-999999.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,18.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,HI,HILO MEDICAL CENTER,HILO,Short Term,128.0,128.0,128.0,134.1,133.9,22.7,22.7,128.0,11.0,11.0,17.4,17.4,5.7,5.7,896.0,896.0,896.0,939.0,937.0,159.0,159.0,896.0,77.0,77.0,122.0,122.0,40.0,40.0
2021-10-01,HI,HILO MEDICAL CENTER,HILO,Short Term,128.0,128.0,128.0,125.3,125.3,14.3,14.3,128.0,11.0,11.0,10.9,10.9,4.4,4.4,896.0,896.0,896.0,877.0,877.0,100.0,100.0,896.0,77.0,77.0,76.0,76.0,31.0,31.0
2021-09-17,HI,PALI MOMI MEDICAL CENTER,AIEA,Short Term,174.1,174.1,121.1,111.4,111.4,33.3,30.7,121.1,17.0,17.0,15.0,15.0,9.3,9.0,1219.0,1219.0,848.0,780.0,780.0,233.0,215.0,848.0,119.0,119.0,105.0,105.0,65.0,63.0
2021-09-24,HI,SHRINERS HOSPITAL FOR CHILDREN,HONOLULU,Childrens Hospitals,24.0,0.0,0.0,-999999.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,-999999.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,HI,ADVENTIST HEALTH CASTLE,KAILUA,Short Term,97.9,97.9,97.9,84.1,84.1,20.3,20.1,97.9,14.9,14.9,14.9,14.9,7.9,7.9,685.0,685.0,685.0,589.0,589.0,142.0,141.0,685.0,104.0,104.0,104.0,104.0,55.0,55.0
2021-09-24,HI,KOHALA HOSPITAL,KAPAAU,Critical Access Hospitals,25.0,25.0,25.0,21.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,175.0,147.0,147.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,HI,STRAUB CLINIC AND HOSPITAL,HONOLULU,Short Term,191.9,191.9,169.1,142.6,142.6,26.7,25.4,169.1,16.0,16.0,13.0,13.0,7.0,6.7,1343.0,1343.0,1184.0,998.0,998.0,187.0,178.0,1184.0,112.0,112.0,91.0,91.0,49.0,47.0
2021-09-17,HI,KAUAI VETERANS MEMORIAL HOSPITAL,WAIMEA,Critical Access Hospitals,45.0,45.0,25.0,11.1,11.1,-999999.0,-999999.0,25.0,4.0,4.0,-999999.0,-999999.0,-999999.0,-999999.0,315.0,315.0,175.0,78.0,78.0,12.0,12.0,175.0,28.0,28.0,7.0,7.0,6.0,6.0
2021-09-24,HI,MAUI MEMORIAL MEDICAL CENTER,WAILUKU,Short Term,249.0,249.0,218.0,177.6,177.6,11.9,10.7,218.0,177.6,23.6,23.6,23.6,-999999.0,-999999.0,1743.0,1743.0,1526.0,1243.0,1243.0,83.0,75.0,1526.0,1243.0,165.0,165.0,165.0,12.0,12.0
2021-10-01,HI,KUAKINI MEDICAL CENTER,HONOLULU,Short Term,160.0,160.0,100.0,73.3,73.3,4.9,4.9,100.0,12.0,12.0,5.9,5.9,-999999.0,-999999.0,1120.0,1120.0,700.0,513.0,513.0,34.0,34.0,700.0,84.0,84.0,41.0,41.0,7.0,7.0
2021-10-01,HI,HALE HO'OLA HAMAKUA,HONOKAA,Critical Access Hospitals,11.0,11.0,11.0,7.1,7.1,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,77.0,50.0,50.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,PALI MOMI MEDICAL CENTER,AIEA,Short Term,172.3,172.3,119.3,97.6,97.6,26.3,23.4,119.3,17.0,17.0,15.4,15.4,6.4,6.4,1206.0,1206.0,835.0,683.0,683.0,184.0,164.0,835.0,119.0,119.0,108.0,108.0,45.0,45.0
2021-10-01,HI,MOLOKAI GENERAL HOSPITAL,KAUNAKAKAI,Critical Access Hospitals,21.0,21.0,15.0,-999999.0,-999999.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,105.0,9.0,9.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,HILO MEDICAL CENTER,HILO,Short Term,128.0,128.0,128.0,134.1,134.1,18.3,18.3,128.0,11.0,11.0,14.1,14.1,-999999.0,-999999.0,896.0,896.0,896.0,939.0,939.0,128.0,128.0,896.0,77.0,77.0,99.0,99.0,24.0,24.0
2021-10-01,HI,"NORTH HAWAII COMMUNITY HOSPITAL, INC",KAMUELA,Short Term,50.0,50.0,35.0,15.3,15.0,-999999.0,-999999.0,35.0,4.0,4.0,-999999.0,-999999.0,0.0,0.0,350.0,350.0,245.0,107.0,105.0,12.0,11.0,245.0,28.0,28.0,12.0,12.0,0.0,0.0
2021-09-17,HI,MOLOKAI GENERAL HOSPITAL,KAUNAKAKAI,Critical Access Hospitals,21.0,21.0,15.0,-999999.0,-999999.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,105.0,5.0,5.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,KAHUKU MEDICAL CENTER,KAHUKU,Critical Access Hospitals,21.0,21.0,21.0,20.0,20.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,140.0,140.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,HI,KUAKINI MEDICAL CENTER,HONOLULU,Short Term,160.0,160.0,100.0,75.9,75.9,10.7,10.6,100.0,12.0,12.0,6.3,6.3,-999999.0,-999999.0,1120.0,1120.0,700.0,531.0,531.0,75.0,74.0,700.0,84.0,84.0,44.0,44.0,11.0,10.0
2021-10-01,HI,SHRINERS HOSPITAL FOR CHILDREN,HONOLULU,Childrens Hospitals,24.0,0.0,0.0,-999999.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,5.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,THE QUEENS MEDICAL CENTER,HONOLULU,Short Term,741.0,741.0,665.0,572.6,554.6,88.0,87.0,665.0,79.1,79.1,49.7,48.9,17.3,17.1,5187.0,5187.0,4655.0,4008.0,3882.0,616.0,609.0,4655.0,554.0,554.0,348.0,342.0,121.0,120.0
2021-09-17,HI,SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA,Critical Access Hospitals,80.0,80.0,14.0,-999999.0,-999999.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,560.0,98.0,26.0,26.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,HI,KAUAI VETERANS MEMORIAL HOSPITAL,WAIMEA,Critical Access Hospitals,45.0,45.0,25.0,12.7,12.7,-999999.0,-999999.0,25.0,4.0,4.0,-999999.0,-999999.0,-999999.0,-999999.0,315.0,315.0,175.0,89.0,89.0,5.0,5.0,175.0,28.0,28.0,11.0,11.0,-999999.0,-999999.0
2021-09-17,HI,"NORTH HAWAII COMMUNITY HOSPITAL, INC",KAMUELA,Short Term,50.0,50.0,35.0,20.1,19.4,-999999.0,-999999.0,35.0,4.0,4.0,-999999.0,-999999.0,-999999.0,-999999.0,350.0,350.0,245.0,141.0,136.0,27.0,26.0,245.0,28.0,28.0,16.0,16.0,-999999.0,-999999.0
2021-09-17,HI,STRAUB CLINIC AND HOSPITAL,HONOLULU,Short Term,185.7,185.7,164.6,153.3,153.3,36.9,36.0,164.6,17.6,17.6,16.1,16.1,9.1,9.0,1300.0,1300.0,1152.0,1073.0,1073.0,258.0,252.0,1152.0,123.0,123.0,113.0,113.0,64.0,63.0
2021-09-24,HI,KAUAI VETERANS MEMORIAL HOSPITAL,WAIMEA,Critical Access Hospitals,45.0,45.0,25.0,17.1,17.1,-999999.0,-999999.0,25.0,4.0,4.0,-999999.0,-999999.0,-999999.0,-999999.0,315.0,315.0,175.0,120.0,120.0,15.0,15.0,175.0,28.0,28.0,15.0,15.0,10.0,10.0
2021-10-01,HI,KAISER FOUNDATION HOSPITAL,HONOLULU,Short Term,403.0,372.0,279.0,164.6,148.4,19.3,17.6,310.0,40.0,20.0,25.9,14.7,-999999.0,-999999.0,2821.0,2604.0,1953.0,1152.0,1039.0,135.0,123.0,2170.0,280.0,140.0,181.0,103.0,13.0,13.0
2021-10-01,HI,LEAHI HOSPITAL,HONOLULU,Long Term,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,HI,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,HONOLULU,Childrens Hospitals,287.0,133.0,99.0,171.7,64.7,-999999.0,-999999.0,253.0,97.0,-999999.0,77.0,-999999.0,0.0,0.0,2009.0,931.0,693.0,1202.0,453.0,8.0,-999999.0,1771.0,679.0,21.0,539.0,5.0,0.0,0.0
2021-10-01,HI,LANAI COMMUNITY HOSPITAL,LANAI CITY,Critical Access Hospitals,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,KONA COMMUNITY HOSPITAL,KEALAKEKUA,Short Term,94.0,94.0,94.0,62.7,62.7,5.4,5.4,94.0,9.0,9.0,5.4,5.4,-999999.0,-999999.0,658.0,658.0,658.0,439.0,439.0,38.0,38.0,658.0,63.0,63.0,38.0,38.0,16.0,16.0
2021-09-24,HI,KULA HOSPITAL,KULA,Critical Access Hospitals,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,HI,KOHALA HOSPITAL,KAPAAU,Critical Access Hospitals,25.0,25.0,25.0,20.9,20.9,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,175.0,146.0,146.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,HI,KAU HOSPITAL,PAHALA,Critical Access Hospitals,21.0,21.0,21.0,19.3,19.3,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,135.0,135.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,HI,ADVENTIST HEALTH CASTLE,KAILUA,Short Term,87.3,87.3,87.3,73.4,73.4,8.9,8.9,87.3,10.3,10.3,10.3,10.3,-999999.0,-999999.0,611.0,611.0,611.0,514.0,514.0,62.0,62.0,611.0,72.0,72.0,72.0,72.0,18.0,18.0
2021-09-17,HI,LANAI COMMUNITY HOSPITAL,LANAI CITY,Critical Access Hospitals,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,HI,KAHUKU MEDICAL CENTER,KAHUKU,Critical Access Hospitals,21.0,21.0,21.0,20.0,20.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,140.0,140.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,HI,SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA,Critical Access Hospitals,80.0,80.0,14.0,4.1,4.1,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,560.0,98.0,29.0,29.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,KUAKINI MEDICAL CENTER,HONOLULU,Short Term,160.0,160.0,100.0,72.4,72.4,8.9,8.7,100.0,12.0,12.0,5.4,5.4,-999999.0,-999999.0,1120.0,1120.0,700.0,507.0,507.0,62.0,61.0,700.0,84.0,84.0,38.0,38.0,9.0,9.0
2021-09-17,HI,HALE HO'OLA HAMAKUA,HONOKAA,Critical Access Hospitals,11.0,11.0,10.3,4.4,4.4,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,72.0,31.0,31.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,MOLOKAI GENERAL HOSPITAL,KAUNAKAKAI,Critical Access Hospitals,21.0,21.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,105.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,"NORTH HAWAII COMMUNITY HOSPITAL, INC",KAMUELA,Short Term,50.0,50.0,35.0,13.4,13.3,-999999.0,-999999.0,35.0,4.0,4.0,-999999.0,-999999.0,0.0,0.0,350.0,350.0,245.0,94.0,93.0,17.0,17.0,245.0,28.0,28.0,10.0,10.0,0.0,0.0
2021-10-01,HI,KAHUKU MEDICAL CENTER,KAHUKU,Critical Access Hospitals,21.0,21.0,21.0,17.1,17.1,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,120.0,120.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,HI,SHRINERS HOSPITAL FOR CHILDREN,HONOLULU,Childrens Hospitals,24.0,0.0,0.0,-999999.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,15.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,STRAUB CLINIC AND HOSPITAL,HONOLULU,Short Term,194.9,194.9,172.1,155.1,155.1,39.0,37.7,172.1,18.0,18.0,16.6,16.6,8.1,8.1,1364.0,1364.0,1205.0,1086.0,1086.0,273.0,264.0,1205.0,126.0,126.0,116.0,116.0,57.0,57.0
2021-10-01,HI,PALI MOMI MEDICAL CENTER,AIEA,Short Term,171.1,171.1,118.1,98.3,98.3,17.9,16.0,118.1,17.0,17.0,15.3,15.3,-999999.0,-999999.0,1198.0,1198.0,827.0,688.0,688.0,125.0,112.0,827.0,119.0,119.0,107.0,107.0,27.0,27.0
2021-09-17,HI,WAHIAWA GENERAL HOSPITAL,WAHIAWA,Short Term,42.0,42.0,40.0,17.4,17.4,6.4,6.4,40.0,4.0,4.0,-999999.0,-999999.0,0.0,0.0,294.0,294.0,280.0,122.0,122.0,45.0,45.0,280.0,28.0,28.0,13.0,13.0,0.0,0.0
2021-10-01,HI,KONA COMMUNITY HOSPITAL,KEALAKEKUA,Short Term,94.0,94.0,94.0,60.4,60.4,4.6,4.6,94.0,9.0,9.0,6.1,6.1,-999999.0,-999999.0,658.0,658.0,658.0,423.0,423.0,32.0,32.0,658.0,63.0,63.0,43.0,43.0,5.0,5.0
2021-10-01,HI,WILCOX MEMORIAL HOSPITAL,LIHUE,Short Term,97.0,97.0,72.0,53.4,53.4,7.3,5.0,72.0,7.0,7.0,5.1,5.1,-999999.0,-999999.0,679.0,679.0,504.0,374.0,374.0,51.0,35.0,504.0,49.0,49.0,36.0,36.0,21.0,19.0
2021-09-17,HI,THE QUEENS MEDICAL CENTER,HONOLULU,Short Term,741.0,741.0,665.0,588.7,571.1,105.4,104.9,665.0,80.0,80.0,66.1,64.9,24.7,24.4,5187.0,5187.0,4655.0,4121.0,3998.0,738.0,734.0,4655.0,560.0,560.0,463.0,454.0,173.0,171.0
2021-09-24,HI,LEAHI HOSPITAL,HONOLULU,Long Term,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,HI,KULA HOSPITAL,KULA,Critical Access Hospitals,9.0,9.0,-999999.0,-999999.0,-999999.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,ADVENTIST HEALTH CASTLE,KAILUA,Short Term,95.9,95.9,95.9,82.0,82.0,16.1,16.1,95.9,11.7,11.7,11.7,11.7,5.0,5.0,671.0,671.0,671.0,574.0,574.0,113.0,113.0,671.0,82.0,82.0,82.0,82.0,35.0,35.0
2021-10-01,HI,THE QUEENS MEDICAL CENTER,HONOLULU,Short Term,741.0,741.0,665.0,602.1,584.9,67.7,66.4,665.0,74.0,74.0,59.6,58.6,17.6,17.3,5187.0,5187.0,4655.0,4215.0,4094.0,474.0,465.0,4655.0,518.0,518.0,417.0,410.0,123.0,121.0
2021-09-17,HI,KAISER FOUNDATION HOSPITAL,HONOLULU,Short Term,403.0,372.0,279.0,159.3,145.9,36.9,31.9,310.0,40.0,20.0,30.3,19.1,6.3,6.3,2821.0,2604.0,1953.0,1115.0,1021.0,258.0,223.0,2170.0,280.0,140.0,212.0,134.0,44.0,44.0
2021-09-17,HI,KOHALA HOSPITAL,KAPAAU,Critical Access Hospitals,25.0,25.0,25.0,21.6,21.6,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,175.0,151.0,151.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,HALE HO'OLA HAMAKUA,HONOKAA,Critical Access Hospitals,11.0,11.0,11.0,6.4,6.4,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,77.0,45.0,45.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,HI,KAU HOSPITAL,PAHALA,Critical Access Hospitals,21.0,21.0,21.0,16.9,16.9,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,118.0,118.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,LANAI COMMUNITY HOSPITAL,LANAI CITY,Critical Access Hospitals,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,HI,SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA,Critical Access Hospitals,80.0,80.0,14.0,5.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,560.0,98.0,35.0,35.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-10,HI,HILO MEDICAL CENTER,HILO,Short Term,128.0,128.0,128.0,142.6,142.6,36.0,36.0,128.0,11.0,11.0,18.7,18.7,4.4,4.4,896.0,896.0,896.0,998.0,998.0,252.0,252.0,896.0,77.0,77.0,131.0,131.0,31.0,31.0
2021-09-10,HI,KULA HOSPITAL,KULA,Critical Access Hospitals,9.0,9.0,-999999.0,-999999.0,-999999.0,-999999.0,-999999.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,26.0,26.0,26.0,20.0,4.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0
2021-09-10,HI,STRAUB CLINIC AND HOSPITAL,HONOLULU,Short Term,180.6,180.6,159.9,144.9,144.9,41.4,39.7,159.9,16.0,16.0,13.6,13.6,9.3,9.1,1264.0,1264.0,1119.0,1014.0,1014.0,290.0,278.0,1119.0,112.0,112.0,95.0,95.0,65.0,64.0
2021-09-10,HI,SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA,Critical Access Hospitals,80.0,80.0,14.0,4.4,4.4,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,560.0,98.0,31.0,31.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-03,HI,PALI MOMI MEDICAL CENTER,AIEA,Short Term,175.6,175.6,122.6,115.0,115.0,48.7,44.7,122.6,16.3,16.3,14.6,14.6,10.0,9.6,1229.0,1229.0,858.0,805.0,805.0,341.0,313.0,858.0,114.0,114.0,102.0,102.0,70.0,67.0
