Date,state,hospital_name,city,hospital_subtype,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum
2021-07-02,HI,KULA HOSPITAL,KULA,Critical Access Hospitals,9.0,9.0,4.6,4.6,4.6,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,32.0,32.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,HI,THE QUEENS MEDICAL CENTER,HONOLULU,Short Term,741.0,741.0,665.0,526.6,516.4,16.4,16.0,665.0,84.0,84.0,38.1,38.0,-999999.0,-999999.0,5187.0,5187.0,4655.0,3686.0,3615.0,115.0,112.0,4655.0,588.0,588.0,267.0,266.0,20.0,19.0
2021-06-18,HI,KAISER FOUNDATION HOSPITAL,HONOLULU,Short Term,403.0,372.0,279.0,133.4,121.0,-999999.0,-999999.0,310.0,41.3,20.0,14.1,7.1,0.0,0.0,2821.0,2604.0,1953.0,934.0,847.0,8.0,8.0,2170.0,289.0,140.0,99.0,50.0,0.0,0.0
2021-06-25,HI,WAHIAWA GENERAL HOSPITAL,WAHIAWA,Short Term,42.0,42.0,40.0,10.4,10.4,-999999.0,-999999.0,40.0,4.0,4.0,-999999.0,-999999.0,-999999.0,-999999.0,294.0,294.0,280.0,73.0,73.0,-999999.0,-999999.0,280.0,28.0,28.0,-999999.0,-999999.0,-999999.0,-999999.0
2021-06-18,HI,KONA COMMUNITY HOSPITAL,KEALAKEKUA,Short Term,94.0,94.0,94.0,55.9,55.9,-999999.0,-999999.0,94.0,9.0,9.0,5.6,5.6,-999999.0,-999999.0,658.0,658.0,658.0,391.0,391.0,-999999.0,-999999.0,658.0,63.0,63.0,39.0,39.0,-999999.0,-999999.0
2021-06-18,HI,LANAI COMMUNITY HOSPITAL,LANAI CITY,Critical Access Hospitals,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,HI,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,HONOLULU,Childrens Hospitals,287.0,133.0,99.0,153.0,50.4,-999999.0,-999999.0,253.0,97.0,-999999.0,70.6,-999999.0,0.0,0.0,2009.0,931.0,693.0,1071.0,353.0,4.0,-999999.0,1771.0,679.0,21.0,494.0,6.0,0.0,0.0
2021-06-25,HI,HILO MEDICAL CENTER,HILO,Short Term,168.0,163.7,163.7,131.1,131.1,-999999.0,-999999.0,168.0,11.0,11.0,10.0,10.0,-999999.0,-999999.0,1176.0,1146.0,1146.0,918.0,918.0,27.0,27.0,1176.0,77.0,77.0,70.0,70.0,19.0,19.0
2021-06-25,HI,KAISER FOUNDATION HOSPITAL,HONOLULU,Short Term,403.0,372.0,279.0,140.9,122.6,-999999.0,-999999.0,310.0,40.0,20.0,24.1,7.6,0.0,0.0,2821.0,2604.0,1953.0,986.0,858.0,16.0,16.0,2170.0,280.0,140.0,169.0,53.0,0.0,0.0
2021-07-02,HI,PALI MOMI MEDICAL CENTER,AIEA,Short Term,165.0,165.0,118.0,105.3,105.3,5.0,-999999.0,118.0,17.0,17.0,13.1,13.1,-999999.0,0.0,1155.0,1155.0,826.0,737.0,737.0,35.0,18.0,826.0,119.0,119.0,92.0,92.0,-999999.0,0.0
2021-06-18,HI,KAUAI VETERANS MEMORIAL HOSPITAL,WAIMEA,Critical Access Hospitals,45.0,45.0,25.0,12.1,12.1,0.0,0.0,25.0,4.0,4.0,-999999.0,-999999.0,0.0,0.0,315.0,315.0,175.0,85.0,85.0,0.0,0.0,175.0,28.0,28.0,-999999.0,-999999.0,0.0,0.0
2021-06-25,HI,MOLOKAI GENERAL HOSPITAL,KAUNAKAKAI,Critical Access Hospitals,21.0,21.0,15.0,-999999.0,-999999.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,105.0,-999999.0,-999999.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,HI,SHRINERS HOSPITAL FOR CHILDREN,HONOLULU,Childrens Hospitals,24.0,0.0,0.0,-999999.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,9.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,HI,STRAUB CLINIC AND HOSPITAL,HONOLULU,Short Term,181.7,181.7,159.0,129.7,129.7,-999999.0,-999999.0,159.0,16.0,16.0,11.3,11.3,-999999.0,0.0,1272.0,1272.0,1113.0,908.0,908.0,22.0,16.0,1113.0,112.0,112.0,79.0,79.0,-999999.0,0.0
2021-06-25,HI,LANAI COMMUNITY HOSPITAL,LANAI CITY,Critical Access Hospitals,4.0,4.0,4.0,0.0,0.0,-999999.0,-999999.0,4.0,0.0,0.0,0.0,0.0,-999999.0,-999999.0,28.0,28.0,28.0,0.0,0.0,8.0,8.0,28.0,0.0,0.0,0.0,0.0,-999999.0,-999999.0
2021-06-18,HI,KAU HOSPITAL,PAHALA,Critical Access Hospitals,21.0,21.0,21.0,15.6,15.6,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,109.0,109.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,HI,KAHUKU MEDICAL CENTER,KAHUKU,Critical Access Hospitals,21.0,21.0,21.0,19.3,19.3,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,135.0,135.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,HI,SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA,Critical Access Hospitals,80.0,80.0,14.0,-999999.0,-999999.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,560.0,98.0,14.0,14.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,HI,KULA HOSPITAL,KULA,Critical Access Hospitals,9.0,9.0,-999999.0,-999999.0,-999999.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,22.0,22.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,HI,LANAI COMMUNITY HOSPITAL,LANAI CITY,Critical Access Hospitals,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,HI,SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA,Critical Access Hospitals,80.0,80.0,14.0,-999999.0,-999999.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,560.0,98.0,20.0,20.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,HI,KUAKINI MEDICAL CENTER,HONOLULU,Short Term,160.0,160.0,100.0,66.0,66.0,-999999.0,-999999.0,100.0,12.0,12.0,4.0,4.0,0.0,0.0,1120.0,1120.0,700.0,462.0,462.0,9.0,9.0,700.0,84.0,84.0,28.0,28.0,0.0,0.0
2021-07-02,HI,HILO MEDICAL CENTER,HILO,Short Term,168.0,162.0,162.0,128.3,128.3,-999999.0,-999999.0,168.0,11.0,11.0,10.6,10.6,-999999.0,-999999.0,1176.0,1134.0,1134.0,898.0,898.0,23.0,23.0,1176.0,77.0,77.0,74.0,74.0,17.0,17.0
2021-07-02,HI,STRAUB CLINIC AND HOSPITAL,HONOLULU,Short Term,183.1,183.1,159.0,130.3,130.3,-999999.0,-999999.0,159.0,16.0,16.0,12.7,12.7,-999999.0,-999999.0,1282.0,1282.0,1113.0,912.0,912.0,11.0,10.0,1113.0,112.0,112.0,89.0,89.0,-999999.0,-999999.0
2021-06-25,HI,"NORTH HAWAII COMMUNITY HOSPITAL, INC",KAMUELA,Short Term,50.0,50.0,35.0,15.0,14.7,-999999.0,0.0,35.0,4.0,4.0,-999999.0,-999999.0,-999999.0,0.0,350.0,350.0,245.0,105.0,103.0,-999999.0,0.0,245.0,28.0,28.0,18.0,18.0,-999999.0,0.0
2021-06-25,HI,KOHALA HOSPITAL,KAPAAU,Critical Access Hospitals,25.0,25.0,25.0,21.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,175.0,147.0,147.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,HI,KAU HOSPITAL,PAHALA,Critical Access Hospitals,21.0,21.0,21.0,17.0,17.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,105.0,85.0,85.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,HI,WILCOX MEMORIAL HOSPITAL,LIHUE,Short Term,97.0,97.0,72.0,48.4,48.4,-999999.0,-999999.0,72.0,7.0,7.0,5.1,5.1,-999999.0,-999999.0,679.0,679.0,504.0,339.0,339.0,12.0,6.0,504.0,49.0,49.0,36.0,36.0,6.0,4.0
2021-06-18,HI,ADVENTIST HEALTH CASTLE,KAILUA,Short Term,98.6,98.6,98.6,82.0,82.0,-999999.0,-999999.0,98.6,6.9,6.9,5.9,5.9,0.0,0.0,690.0,690.0,690.0,574.0,574.0,13.0,13.0,690.0,48.0,48.0,41.0,41.0,0.0,0.0
2021-07-02,HI,LEAHI HOSPITAL,HONOLULU,Long Term,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,HI,KUAKINI MEDICAL CENTER,HONOLULU,Short Term,160.0,160.0,100.0,73.1,73.1,-999999.0,-999999.0,100.0,12.0,12.0,6.7,6.7,0.0,0.0,1120.0,1120.0,700.0,512.0,512.0,7.0,7.0,700.0,84.0,84.0,47.0,47.0,0.0,0.0
2021-06-18,HI,KUAKINI MEDICAL CENTER,HONOLULU,Short Term,160.0,160.0,100.0,71.0,71.0,-999999.0,-999999.0,100.0,12.0,12.0,4.9,4.9,0.0,0.0,1120.0,1120.0,700.0,497.0,497.0,7.0,7.0,700.0,84.0,84.0,34.0,34.0,0.0,0.0
2021-06-18,HI,WILCOX MEMORIAL HOSPITAL,LIHUE,Short Term,97.0,97.0,72.0,51.1,51.1,-999999.0,-999999.0,72.0,7.0,7.0,-999999.0,-999999.0,-999999.0,-999999.0,679.0,679.0,504.0,358.0,358.0,7.0,-999999.0,504.0,49.0,49.0,27.0,27.0,-999999.0,-999999.0
2021-07-02,HI,KONA COMMUNITY HOSPITAL,KEALAKEKUA,Short Term,94.0,94.0,93.4,59.1,58.4,-999999.0,-999999.0,94.0,9.0,9.0,5.9,5.9,-999999.0,-999999.0,658.0,658.0,654.0,414.0,409.0,11.0,11.0,658.0,63.0,63.0,41.0,41.0,5.0,5.0
2021-06-25,HI,THE QUEENS MEDICAL CENTER,HONOLULU,Short Term,741.0,741.0,665.0,531.1,524.4,12.6,11.9,665.0,84.0,84.0,34.4,34.4,-999999.0,-999999.0,5187.0,5187.0,4655.0,3718.0,3671.0,88.0,83.0,4655.0,588.0,588.0,241.0,241.0,9.0,9.0
2021-07-02,HI,WAHIAWA GENERAL HOSPITAL,WAHIAWA,Short Term,42.0,42.0,40.0,7.7,7.7,-999999.0,-999999.0,40.0,4.0,4.0,-999999.0,-999999.0,-999999.0,-999999.0,294.0,294.0,280.0,54.0,54.0,13.0,13.0,280.0,28.0,28.0,5.0,5.0,-999999.0,-999999.0
2021-06-18,HI,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,HONOLULU,Childrens Hospitals,287.0,133.0,99.0,153.9,50.1,-999999.0,-999999.0,253.0,97.0,-999999.0,71.7,-999999.0,-999999.0,0.0,2009.0,931.0,693.0,1077.0,351.0,6.0,-999999.0,1771.0,679.0,21.0,502.0,5.0,-999999.0,0.0
2021-07-02,HI,MAUI MEMORIAL MEDICAL CENTER,WAILUKU,Short Term,249.0,249.0,219.0,174.0,174.0,8.0,8.0,219.0,174.0,19.0,19.0,19.0,4.0,4.0,1743.0,1743.0,1533.0,1218.0,1218.0,56.0,56.0,1533.0,1218.0,133.0,133.0,133.0,28.0,28.0
2021-06-18,HI,MOLOKAI GENERAL HOSPITAL,KAUNAKAKAI,Critical Access Hospitals,21.0,21.0,15.0,-999999.0,-999999.0,-999999.0,-999999.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,105.0,-999999.0,-999999.0,-999999.0,-999999.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,HI,MOLOKAI GENERAL HOSPITAL,KAUNAKAKAI,Critical Access Hospitals,21.0,21.0,15.0,-999999.0,-999999.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,105.0,-999999.0,-999999.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,HI,KOHALA HOSPITAL,KAPAAU,Critical Access Hospitals,25.0,25.0,25.0,21.7,21.7,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,175.0,152.0,152.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,HI,WAHIAWA GENERAL HOSPITAL,WAHIAWA,Short Term,42.0,42.0,40.0,12.9,12.9,-999999.0,-999999.0,40.0,4.0,4.0,-999999.0,-999999.0,0.0,0.0,294.0,294.0,280.0,90.0,90.0,9.0,9.0,280.0,28.0,28.0,-999999.0,-999999.0,0.0,0.0
2021-06-25,HI,KAU HOSPITAL,PAHALA,Critical Access Hospitals,21.0,21.0,21.0,16.9,16.9,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,118.0,118.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,HI,HALE HO'OLA HAMAKUA,HONOKAA,Critical Access Hospitals,11.0,11.0,11.0,4.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,77.0,28.0,28.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,HI,SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA,Critical Access Hospitals,80.0,80.0,14.0,5.1,5.1,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,560.0,98.0,36.0,36.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,HI,MAUI MEMORIAL MEDICAL CENTER,WAILUKU,Short Term,249.0,249.0,219.0,175.9,175.9,5.3,5.3,219.0,175.9,18.4,18.4,18.4,-999999.0,-999999.0,1743.0,1743.0,1533.0,1231.0,1231.0,37.0,37.0,1533.0,1231.0,129.0,129.0,129.0,21.0,21.0
2021-06-18,HI,"NORTH HAWAII COMMUNITY HOSPITAL, INC",KAMUELA,Short Term,50.0,50.0,35.0,17.4,16.9,-999999.0,-999999.0,35.0,4.0,4.0,-999999.0,-999999.0,-999999.0,-999999.0,350.0,350.0,245.0,122.0,118.0,-999999.0,-999999.0,245.0,28.0,28.0,17.0,17.0,-999999.0,-999999.0
2021-07-02,HI,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,HONOLULU,Childrens Hospitals,287.0,133.0,99.0,150.4,47.1,0.0,0.0,253.0,97.0,-999999.0,69.0,-999999.0,0.0,0.0,2009.0,931.0,693.0,1053.0,330.0,0.0,0.0,1771.0,679.0,21.0,483.0,10.0,0.0,0.0
2021-06-18,HI,LEAHI HOSPITAL,HONOLULU,Long Term,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,HI,PALI MOMI MEDICAL CENTER,AIEA,Short Term,165.0,165.0,118.0,98.1,98.1,5.0,-999999.0,118.0,17.0,17.0,10.6,10.6,-999999.0,-999999.0,1155.0,1155.0,826.0,687.0,687.0,35.0,23.0,826.0,119.0,119.0,74.0,74.0,8.0,6.0
2021-07-02,HI,KOHALA HOSPITAL,KAPAAU,Critical Access Hospitals,25.0,25.0,25.0,22.0,22.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,175.0,154.0,154.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,HI,KAHUKU MEDICAL CENTER,KAHUKU,Critical Access Hospitals,21.0,21.0,21.0,20.3,20.3,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,142.0,142.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,HI,HALE HO'OLA HAMAKUA,HONOKAA,Critical Access Hospitals,11.0,11.0,11.0,5.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,77.0,35.0,35.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,HI,KAUAI VETERANS MEMORIAL HOSPITAL,WAIMEA,Critical Access Hospitals,45.0,45.0,25.0,16.6,16.4,0.0,0.0,25.0,4.0,4.0,-999999.0,-999999.0,0.0,0.0,315.0,315.0,175.0,116.0,115.0,0.0,0.0,175.0,28.0,28.0,10.0,10.0,0.0,0.0
2021-06-25,HI,STRAUB CLINIC AND HOSPITAL,HONOLULU,Short Term,181.0,181.0,159.0,125.6,125.6,4.3,-999999.0,159.0,16.0,16.0,10.6,10.6,-999999.0,-999999.0,1267.0,1267.0,1113.0,879.0,879.0,30.0,27.0,1113.0,112.0,112.0,74.0,74.0,4.0,4.0
2021-06-18,HI,MAUI MEMORIAL MEDICAL CENTER,WAILUKU,Short Term,249.0,249.0,219.0,178.7,178.7,4.4,4.3,219.0,178.7,18.7,18.7,18.7,-999999.0,-999999.0,1743.0,1743.0,1533.0,1251.0,1251.0,31.0,30.0,1533.0,1251.0,131.0,131.0,131.0,19.0,19.0
2021-06-18,HI,KAHUKU MEDICAL CENTER,KAHUKU,Critical Access Hospitals,21.0,21.0,21.0,20.1,20.1,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,141.0,141.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,HI,WILCOX MEMORIAL HOSPITAL,LIHUE,Short Term,97.0,97.0,72.0,41.4,41.4,-999999.0,-999999.0,72.0,7.0,7.0,4.0,4.0,-999999.0,-999999.0,679.0,679.0,504.0,290.0,290.0,6.0,-999999.0,504.0,49.0,49.0,28.0,28.0,-999999.0,-999999.0
2021-06-18,HI,HILO MEDICAL CENTER,HILO,Short Term,168.0,162.0,162.0,128.3,128.3,4.9,4.9,168.0,11.0,11.0,9.6,9.6,-999999.0,-999999.0,1176.0,1134.0,1134.0,898.0,898.0,34.0,34.0,1176.0,77.0,77.0,67.0,67.0,14.0,14.0
2021-07-02,HI,KAISER FOUNDATION HOSPITAL,HONOLULU,Short Term,403.0,372.0,279.0,139.1,120.1,5.0,5.0,310.0,40.0,20.0,28.0,10.6,0.0,0.0,2821.0,2604.0,1953.0,974.0,841.0,35.0,35.0,2170.0,280.0,140.0,196.0,74.0,0.0,0.0
2021-06-18,HI,THE QUEENS MEDICAL CENTER,HONOLULU,Short Term,741.0,741.0,665.0,537.7,529.9,11.6,11.0,665.0,84.0,84.0,41.1,41.0,-999999.0,-999999.0,5187.0,5187.0,4655.0,3764.0,3709.0,81.0,77.0,4655.0,588.0,588.0,288.0,287.0,15.0,13.0
2021-06-18,HI,PALI MOMI MEDICAL CENTER,AIEA,Short Term,165.0,165.0,118.0,104.0,104.0,8.0,6.0,118.0,17.0,17.0,14.3,14.3,-999999.0,-999999.0,1155.0,1155.0,826.0,728.0,728.0,56.0,42.0,826.0,119.0,119.0,100.0,100.0,10.0,7.0
2021-06-25,HI,KULA HOSPITAL,KULA,Critical Access Hospitals,9.0,9.0,-999999.0,-999999.0,-999999.0,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,25.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,HI,HALE HO'OLA HAMAKUA,HONOKAA,Critical Access Hospitals,11.0,11.0,5.6,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,39.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,HI,KONA COMMUNITY HOSPITAL,KEALAKEKUA,Short Term,94.0,94.0,94.0,61.9,61.9,-999999.0,-999999.0,94.0,9.0,9.0,5.1,5.1,-999999.0,-999999.0,658.0,658.0,658.0,433.0,433.0,13.0,12.0,658.0,63.0,63.0,36.0,36.0,7.0,7.0
2021-07-02,HI,"NORTH HAWAII COMMUNITY HOSPITAL, INC",KAMUELA,Short Term,50.0,50.0,35.0,16.3,15.9,-999999.0,-999999.0,35.0,4.0,4.0,-999999.0,-999999.0,0.0,0.0,350.0,350.0,245.0,114.0,111.0,-999999.0,-999999.0,245.0,28.0,28.0,13.0,13.0,0.0,0.0
2021-07-02,HI,SHRINERS HOSPITAL FOR CHILDREN,HONOLULU,Childrens Hospitals,24.0,0.0,0.0,-999999.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,7.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,HI,ADVENTIST HEALTH CASTLE,KAILUA,Short Term,92.1,92.1,92.1,74.6,74.6,-999999.0,-999999.0,92.1,6.4,6.4,4.4,4.4,0.0,0.0,645.0,645.0,645.0,522.0,522.0,24.0,24.0,645.0,45.0,45.0,31.0,31.0,0.0,0.0
2021-06-11,HI,HILO MEDICAL CENTER,HILO,Short Term,168.0,162.0,162.0,125.9,125.6,-999999.0,-999999.0,168.0,11.0,11.0,9.9,9.7,-999999.0,-999999.0,1176.0,1134.0,1134.0,881.0,879.0,23.0,23.0,1176.0,77.0,77.0,69.0,68.0,16.0,16.0
2021-06-04,HI,LEAHI HOSPITAL,HONOLULU,Long Term,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-11,HI,MAUI MEMORIAL MEDICAL CENTER,WAILUKU,Short Term,249.0,249.0,219.0,179.0,179.0,-999999.0,-999999.0,219.0,179.0,19.6,19.6,19.6,-999999.0,-999999.0,1743.0,1743.0,1533.0,1253.0,1253.0,26.0,24.0,1533.0,1253.0,137.0,137.0,137.0,8.0,8.0
2021-06-04,HI,PALI MOMI MEDICAL CENTER,AIEA,Short Term,165.0,165.0,118.0,90.9,90.9,6.0,-999999.0,118.0,17.0,17.0,12.3,12.3,-999999.0,-999999.0,1155.0,1155.0,826.0,636.0,636.0,42.0,25.0,826.0,119.0,119.0,86.0,86.0,16.0,14.0
2021-06-11,HI,KAISER FOUNDATION HOSPITAL,HONOLULU,Short Term,403.0,372.0,279.0,136.9,125.9,-999999.0,-999999.0,310.0,40.0,20.0,18.6,10.1,0.0,0.0,2821.0,2604.0,1953.0,958.0,881.0,9.0,8.0,2170.0,280.0,140.0,130.0,71.0,0.0,0.0
2021-06-04,HI,"NORTH HAWAII COMMUNITY HOSPITAL, INC",KAMUELA,Short Term,50.0,50.0,35.0,14.6,14.6,-999999.0,-999999.0,35.0,4.0,4.0,-999999.0,-999999.0,-999999.0,-999999.0,350.0,350.0,245.0,102.0,102.0,18.0,7.0,245.0,28.0,28.0,11.0,11.0,5.0,5.0
2021-06-04,HI,SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA,Critical Access Hospitals,80.0,80.0,14.0,8.0,7.9,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,560.0,98.0,56.0,55.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-11,HI,THE QUEENS MEDICAL CENTER,HONOLULU,Short Term,741.0,741.0,665.0,546.6,537.3,15.1,14.4,665.0,84.0,84.0,42.6,42.4,-999999.0,-999999.0,5187.0,5187.0,4655.0,3826.0,3761.0,106.0,101.0,4655.0,588.0,588.0,298.0,297.0,16.0,15.0
2021-06-04,HI,KUAKINI MEDICAL CENTER,HONOLULU,Short Term,160.0,160.0,100.0,71.0,71.0,0.0,0.0,100.0,12.0,12.0,4.7,4.7,0.0,0.0,1120.0,1120.0,700.0,497.0,497.0,0.0,0.0,700.0,84.0,84.0,33.0,33.0,0.0,0.0
2021-06-04,HI,MAUI MEMORIAL MEDICAL CENTER,WAILUKU,Short Term,249.0,249.0,219.0,180.9,180.9,5.9,5.3,219.0,64.6,19.0,19.0,19.0,-999999.0,-999999.0,1743.0,1743.0,1533.0,1266.0,1266.0,41.0,37.0,1533.0,452.0,133.0,133.0,133.0,17.0,16.0
2021-06-11,HI,KUAKINI MEDICAL CENTER,HONOLULU,Short Term,160.0,160.0,100.0,70.7,70.7,0.0,0.0,100.0,12.0,12.0,5.3,5.3,0.0,0.0,1120.0,1120.0,700.0,495.0,495.0,0.0,0.0,700.0,84.0,84.0,37.0,37.0,0.0,0.0
2021-06-11,HI,WILCOX MEMORIAL HOSPITAL,LIHUE,Short Term,97.0,97.0,72.0,48.3,48.3,-999999.0,0.0,72.0,7.0,7.0,-999999.0,-999999.0,-999999.0,0.0,679.0,679.0,504.0,338.0,338.0,6.0,0.0,504.0,49.0,49.0,25.0,25.0,-999999.0,0.0
2021-06-04,HI,WAHIAWA GENERAL HOSPITAL,WAHIAWA,Short Term,42.0,42.0,40.0,10.9,10.9,-999999.0,-999999.0,40.0,4.0,4.0,-999999.0,-999999.0,0.0,0.0,294.0,294.0,280.0,76.0,76.0,7.0,7.0,280.0,28.0,28.0,5.0,5.0,0.0,0.0
2021-06-04,HI,KAUAI VETERANS MEMORIAL HOSPITAL,WAIMEA,Critical Access Hospitals,45.0,45.0,25.0,11.9,11.9,0.0,0.0,25.0,4.0,4.0,-999999.0,-999999.0,0.0,0.0,315.0,315.0,175.0,83.0,83.0,0.0,0.0,175.0,28.0,28.0,11.0,11.0,0.0,0.0
